Organization_ID,Industry,Company_Size,Employee_Count,AI_Tool,Adoption_Year,AI_Investment_USD,Productivity_Gain_Percent,Annual_Savings_USD,Satisfaction_Score,AI_Usage_Hours_Per_Week,ROI_Percent,Adoption_Status
ORG_2602,Manufacturing,Small,25,Copilot,2026,9706,29.15,24524.43,7,10.78,252.67,Slow Adopter
ORG_2603,Healthcare,Small,107,ChatGPT,2026,18049,42.5,32380.6,7,29.78,179.4,Early Adopter
ORG_2604,Finance,Small,134,Claude,2026,17431,14.6,20360.22,9,3.48,116.8,Slow Adopter
ORG_2605,Retail,Large,2613,ChatGPT,2020,350725,22.99,483063.77,10,9.94,137.73,Slow Adopter
ORG_2606,Manufacturing,Medium,906,ChatGPT,2023,86680,35.51,121802.84,5,28.5,140.52,Early Adopter
ORG_2607,Retail,Large,7199,Midjourney,2026,346948,25.24,912617.1,9,26.67,263.04,Early Adopter
ORG_2608,Manufacturing,Medium,258,ChatGPT,2020,70788,40.4,153086.79,5,38.73,216.26,AI Leader
ORG_2609,Finance,Small,26,Gemini,2026,11546,30.78,27691.44,10,16.15,239.84,Early Adopter
ORG_2610,Retail,Medium,488,Copilot,2023,77763,26.57,163877.35,5,17.88,210.74,Early Adopter
ORG_2611,Healthcare,Medium,534,Gemini,2023,65239,32.24,59504.92,7,4.55,91.21,Slow Adopter
ORG_2612,Retail,Large,9555,Gemini,2022,152272,35.2,313230.6,9,39.25,205.7,AI Leader
ORG_2613,Manufacturing,Medium,231,Gemini,2025,80146,16.46,58607.31,7,10.02,73.13,Slow Adopter
ORG_2614,Retail,Large,6394,Gemini,2024,357309,36.11,536260.28,9,39.72,150.08,AI Leader
ORG_2615,Retail,Large,1998,Claude,2022,278571,20.85,207387.38,9,21.57,74.45,Early Adopter
ORG_2616,IT,Medium,418,Gemini,2024,107968,5.31,188198.63,4,15.55,174.31,Early Adopter
ORG_2617,Manufacturing,Small,60,Gemini,2024,20964,29.25,36308.75,5,26.67,173.2,Early Adopter
ORG_2618,Finance,Small,26,Gemini,2025,7785,33.03,20725.84,3,36.99,266.23,AI Leader
ORG_2619,Manufacturing,Medium,884,ChatGPT,2026,83112,14.54,198080.39,8,6.45,238.33,Slow Adopter
ORG_2620,Education,Large,7634,ChatGPT,2026,338610,24.47,737044.97,10,23.85,217.67,Early Adopter
ORG_2621,Healthcare,Medium,503,ChatGPT,2026,110933,34.38,109519.93,8,14.5,98.73,Slow Adopter
ORG_2622,IT,Small,26,Gemini,2025,18192,29.11,28690.46,4,27.05,157.71,Early Adopter
ORG_2623,Education,Medium,371,ChatGPT,2025,77126,39.8,209838.01,10,34.96,272.07,AI Leader
ORG_2624,IT,Medium,321,ChatGPT,2024,57840,20.98,74662.58,9,19.44,129.08,Early Adopter
ORG_2625,Finance,Large,9340,ChatGPT,2026,309991,28.41,616936.85,10,24.96,199.02,Early Adopter
ORG_2626,IT,Medium,480,ChatGPT,2026,101705,41.42,155397.03,9,38.39,152.79,AI Leader
ORG_2627,IT,Large,8938,Copilot,2025,105532,28.48,152573.19,8,21.98,144.58,Early Adopter
ORG_2628,IT,Large,6824,ChatGPT,2026,232543,13.86,346564.41,9,19.96,149.03,Early Adopter
ORG_2629,Education,Small,189,ChatGPT,2025,11877,24.91,20169.57,9,19.34,169.82,Early Adopter
ORG_2630,Finance,Large,6557,Copilot,2020,136645,30.5,154375.85,10,19.65,112.98,Early Adopter
ORG_2631,Education,Medium,606,ChatGPT,2026,89313,25.68,168966.32,7,20.14,189.18,Early Adopter
ORG_2632,Education,Small,99,Claude,2022,16817,27.91,16719.78,3,29.19,99.42,Early Adopter
ORG_2633,IT,Small,67,ChatGPT,2023,19367,23.74,44476.31,3,29.42,229.65,Early Adopter
ORG_2634,Manufacturing,Small,78,Copilot,2025,13480,42.97,28161.72,6,35.42,208.91,AI Leader
ORG_2635,Manufacturing,Large,1181,Copilot,2025,241535,18.62,581397.16,7,10.39,240.71,Slow Adopter
ORG_2636,Healthcare,Small,62,ChatGPT,2023,5869,28.36,15144.27,8,30.07,258.04,AI Leader
ORG_2637,Manufacturing,Small,25,Gemini,2026,17738,43.1,29636.68,4,37.58,167.08,AI Leader
ORG_2638,Healthcare,Small,35,Claude,2023,27916,9.18,71142.55,4,5.07,254.85,Slow Adopter
ORG_2639,IT,Large,1620,Gemini,2025,258942,23.28,327310.16,9,27.86,126.4,Early Adopter
ORG_2640,Finance,Medium,203,ChatGPT,2024,109992,31.9,148962.27,7,39.72,135.43,AI Leader
ORG_2641,Education,Small,197,Gemini,2021,13346,24.76,15117.26,4,12.87,113.27,Slow Adopter
ORG_2642,IT,Medium,744,Gemini,2020,87536,41.15,236083.25,7,34.74,269.7,AI Leader
ORG_2643,Manufacturing,Large,2943,Copilot,2023,353749,16.02,221572.68,9,6.93,62.64,Slow Adopter
ORG_2644,Finance,Medium,410,Midjourney,2023,71155,16.6,100855.34,4,4.91,141.74,Slow Adopter
ORG_2645,Healthcare,Medium,342,ChatGPT,2024,74828,28.55,52099.27,9,29.37,69.63,Early Adopter
ORG_2646,Healthcare,Small,140,ChatGPT,2026,19716,36.03,18091.44,6,26.4,91.76,Early Adopter
ORG_2647,Healthcare,Small,187,ChatGPT,2023,12920,24.39,11373.66,7,16.21,88.03,Early Adopter
ORG_2648,Finance,Medium,304,ChatGPT,2025,55327,34.42,48684.16,4,35.47,87.99,AI Leader
ORG_2649,Education,Medium,286,Gemini,2024,49380,26.93,124518.86,10,35.53,252.16,AI Leader
ORG_2650,Education,Medium,578,Gemini,2023,104677,29.64,170862.07,10,23.67,163.23,Early Adopter
ORG_2651,Manufacturing,Large,9221,ChatGPT,2026,349845,21.27,634733.31,3,5.72,181.43,Slow Adopter
ORG_2652,Retail,Large,2778,ChatGPT,2026,194410,17.63,326623.02,5,16.83,168.01,Early Adopter
ORG_2653,Manufacturing,Medium,502,Gemini,2026,98778,32.78,261035.43,5,29.69,264.26,Early Adopter
ORG_2654,IT,Small,191,ChatGPT,2023,15979,30.14,23056.58,4,16.92,144.29,Early Adopter
ORG_2655,Manufacturing,Small,106,Gemini,2021,6158,35.79,12676.17,6,34.51,205.85,AI Leader
ORG_2656,Manufacturing,Medium,984,Copilot,2026,81283,10.77,157476.83,6,17.56,193.74,Early Adopter
ORG_2657,IT,Large,4405,Gemini,2020,286223,22.47,295585.38,7,29.9,103.27,Early Adopter
ORG_2658,Finance,Small,102,Gemini,2026,23216,13.77,27278.82,7,4.91,117.5,Slow Adopter
ORG_2659,IT,Small,197,ChatGPT,2025,15983,22.42,25683.17,5,5.0,160.69,Slow Adopter
ORG_2660,Finance,Large,1833,Claude,2022,212636,24.8,141076.78,4,19.41,66.35,Early Adopter
ORG_2661,Retail,Small,81,ChatGPT,2023,7424,32.75,11818.44,4,32.03,159.19,AI Leader
ORG_2662,Manufacturing,Large,2526,Copilot,2024,238476,18.85,319827.99,4,14.8,134.11,Slow Adopter
ORG_2663,Retail,Small,54,Claude,2023,15692,5.81,13172.7,7,5.23,83.95,Slow Adopter
ORG_2664,Education,Large,9471,ChatGPT,2025,319782,33.66,793969.84,3,39.94,248.28,AI Leader
ORG_2665,Finance,Small,33,Midjourney,2022,7017,21.32,9151.61,10,10.5,130.42,Slow Adopter
ORG_2666,Healthcare,Medium,682,Midjourney,2026,108595,30.97,109667.46,7,29.17,100.99,Early Adopter
ORG_2667,Education,Medium,952,ChatGPT,2026,39793,33.5,67508.07,6,39.58,169.65,AI Leader
ORG_2668,IT,Small,113,ChatGPT,2026,15737,35.18,34788.22,4,36.33,221.06,AI Leader
ORG_2669,Education,Small,101,ChatGPT,2024,5000,23.03,9902.9,7,20.26,198.06,Early Adopter
ORG_2670,IT,Medium,496,ChatGPT,2022,105017,19.97,278991.49,10,16.17,265.66,Early Adopter
ORG_2671,Education,Medium,426,Claude,2026,105172,16.71,96973.04,4,18.14,92.2,Early Adopter
ORG_2672,Manufacturing,Medium,584,Gemini,2025,76055,23.76,192454.51,3,12.05,253.05,Slow Adopter
ORG_2673,Finance,Medium,363,Claude,2025,89453,28.84,239255.35,3,3.12,267.46,Slow Adopter
ORG_2674,Healthcare,Large,8469,ChatGPT,2025,268399,33.16,405553.86,4,29.86,151.1,Early Adopter
ORG_2675,Finance,Small,100,Claude,2021,12929,29.57,8730.59,6,33.49,67.53,AI Leader
ORG_2676,Healthcare,Small,102,Copilot,2020,13856,26.88,17692.0,5,26.06,127.68,Early Adopter
ORG_2677,Retail,Medium,857,Claude,2022,95143,11.47,198552.06,9,21.18,208.69,Early Adopter
ORG_2678,Healthcare,Small,60,Claude,2025,18417,34.48,22761.11,9,39.12,123.59,AI Leader
ORG_2679,Retail,Small,159,Copilot,2022,28252,26.86,30587.67,7,34.16,108.27,AI Leader
ORG_2680,IT,Small,28,ChatGPT,2024,17981,38.71,12760.29,7,27.97,70.97,Early Adopter
ORG_2681,Manufacturing,Small,65,Claude,2023,18554,24.77,49728.35,4,19.72,268.02,Early Adopter
ORG_2682,IT,Medium,687,Midjourney,2025,49491,32.65,65215.27,8,20.67,131.77,Early Adopter
ORG_2683,Education,Medium,562,Claude,2024,107182,20.32,73590.76,8,21.53,68.66,Early Adopter
ORG_2684,Manufacturing,Medium,579,Copilot,2022,75157,18.82,111018.26,6,6.52,147.72,Slow Adopter
ORG_2685,Education,Small,165,Claude,2025,16189,20.97,33679.36,9,13.47,208.04,Slow Adopter
ORG_2686,Manufacturing,Small,171,ChatGPT,2024,17021,18.62,13236.72,8,12.71,77.77,Slow Adopter
ORG_2687,Education,Large,7426,ChatGPT,2024,275838,33.4,355833.89,7,26.99,129.0,Early Adopter
ORG_2688,Finance,Small,169,Claude,2022,18641,28.49,42801.95,7,38.81,229.61,AI Leader
ORG_2689,Retail,Small,102,ChatGPT,2020,18008,30.1,37630.67,7,31.83,208.97,AI Leader
ORG_2690,Retail,Medium,291,Gemini,2025,57070,18.94,57181.2,9,20.05,100.19,Early Adopter
ORG_2691,Healthcare,Medium,575,Midjourney,2022,83989,34.06,84784.29,5,28.72,100.95,Early Adopter
ORG_2692,Healthcare,Small,112,Copilot,2021,12708,12.99,9432.16,5,5.58,74.22,Slow Adopter
ORG_2693,Retail,Small,64,ChatGPT,2020,10702,38.33,28534.39,10,37.93,266.63,AI Leader
ORG_2694,Education,Small,68,ChatGPT,2026,21845,26.92,31373.89,9,27.79,143.62,Early Adopter
ORG_2695,Healthcare,Medium,476,Copilot,2023,116238,13.17,309522.29,5,10.87,266.28,Slow Adopter
ORG_2696,Retail,Medium,832,Gemini,2021,26111,23.39,28336.96,8,9.49,108.52,Slow Adopter
ORG_2697,IT,Medium,470,ChatGPT,2024,106672,23.08,200005.07,9,11.51,187.5,Slow Adopter
ORG_2698,Retail,Medium,999,ChatGPT,2025,53777,37.33,35937.16,6,37.71,66.83,AI Leader
ORG_2699,Education,Small,169,Gemini,2023,19492,12.43,54414.56,7,18.57,279.16,Early Adopter
ORG_2700,Retail,Small,165,Gemini,2025,23073,11.16,35122.63,7,6.61,152.22,Slow Adopter
ORG_2701,Retail,Large,6971,Gemini,2024,208015,26.0,289754.43,8,5.15,139.29,Slow Adopter
ORG_2702,Manufacturing,Small,176,ChatGPT,2022,22734,13.11,24136.3,7,15.48,106.17,Early Adopter
ORG_2703,IT,Small,101,Claude,2024,8587,38.98,18017.95,5,36.37,209.83,AI Leader
ORG_2704,IT,Small,139,Midjourney,2023,14882,29.66,23404.74,10,34.74,157.27,AI Leader
ORG_2705,IT,Large,7762,Gemini,2022,239450,23.39,337165.47,7,14.24,140.81,Slow Adopter
ORG_2706,Healthcare,Large,1683,Midjourney,2025,289411,20.11,645541.62,9,16.57,223.05,Early Adopter
ORG_2707,Manufacturing,Medium,217,Copilot,2024,140053,28.76,258182.37,4,33.99,184.35,AI Leader
ORG_2708,IT,Small,85,ChatGPT,2023,12772,33.84,7703.95,4,27.98,60.32,Early Adopter
ORG_2709,Manufacturing,Small,167,ChatGPT,2023,5000,35.04,7777.12,8,25.76,155.54,Early Adopter
ORG_2710,IT,Small,44,Midjourney,2022,7535,26.52,6917.65,7,18.85,91.81,Early Adopter
ORG_2711,Finance,Medium,820,ChatGPT,2026,123255,20.99,88240.32,3,24.38,71.59,Early Adopter
ORG_2712,Manufacturing,Small,131,ChatGPT,2022,15528,31.5,22643.8,3,26.83,145.83,Early Adopter
ORG_2713,Manufacturing,Small,82,ChatGPT,2023,8485,20.63,16400.72,8,4.52,193.29,Slow Adopter
ORG_2714,Healthcare,Large,6635,Copilot,2022,565247,23.0,1129594.26,7,15.51,199.84,Early Adopter
ORG_2715,Healthcare,Medium,351,Copilot,2022,83404,22.78,151487.27,7,13.2,181.63,Slow Adopter
ORG_2716,Finance,Small,53,Claude,2026,9992,29.81,20759.54,3,7.1,207.76,Slow Adopter
ORG_2717,Healthcare,Medium,602,Copilot,2026,80846,22.34,98844.77,5,39.59,122.26,AI Leader
ORG_2718,Manufacturing,Medium,781,Gemini,2025,34950,38.5,96298.37,6,27.18,275.53,Early Adopter
ORG_2719,Finance,Small,53,ChatGPT,2024,11857,15.21,17740.96,3,3.65,149.62,Slow Adopter
ORG_2720,Manufacturing,Medium,415,Claude,2024,91858,19.07,65789.36,9,19.63,71.62,Early Adopter
ORG_2721,Healthcare,Small,81,ChatGPT,2025,14595,32.84,27970.24,10,29.91,191.64,Early Adopter
ORG_2722,Manufacturing,Small,125,Claude,2025,22147,26.05,32040.12,8,23.21,144.67,Early Adopter
ORG_2723,IT,Medium,498,ChatGPT,2024,116117,13.47,320550.29,9,24.62,276.06,Early Adopter
ORG_2724,Healthcare,Small,119,ChatGPT,2020,5787,14.98,5450.59,10,6.14,94.19,Slow Adopter
ORG_2725,Retail,Small,176,Midjourney,2022,31352,29.74,35767.82,4,20.82,114.08,Early Adopter
ORG_2726,Finance,Large,5103,ChatGPT,2021,169718,35.2,281747.74,7,14.97,166.01,Slow Adopter
ORG_2727,Education,Medium,924,Gemini,2023,66154,25.36,139575.84,4,20.27,210.99,Early Adopter
ORG_2728,Healthcare,Small,98,ChatGPT,2026,15799,17.25,14760.61,7,4.79,93.43,Slow Adopter
ORG_2729,Education,Small,114,ChatGPT,2023,11613,36.6,10960.66,7,27.25,94.38,Early Adopter
ORG_2730,Education,Medium,566,Copilot,2026,89911,34.61,173420.12,5,16.51,192.88,Early Adopter
ORG_2731,Healthcare,Small,73,Claude,2020,14846,26.63,41338.12,8,22.71,278.45,Early Adopter
ORG_2732,IT,Small,146,ChatGPT,2022,16910,26.44,39562.92,4,16.81,233.96,Early Adopter
ORG_2733,Manufacturing,Medium,704,ChatGPT,2026,49563,22.17,59418.01,7,11.78,119.88,Slow Adopter
ORG_2734,Healthcare,Small,184,Gemini,2025,13695,37.42,18716.62,3,26.35,136.67,Early Adopter
ORG_2735,Retail,Small,86,Claude,2025,15090,18.5,32964.98,10,7.46,218.46,Slow Adopter
ORG_2736,Healthcare,Medium,668,ChatGPT,2025,83781,22.17,222778.23,8,3.06,265.91,Slow Adopter
ORG_2737,Manufacturing,Small,130,Gemini,2023,17618,31.28,33952.19,8,38.42,192.71,AI Leader
ORG_2738,Retail,Small,192,ChatGPT,2023,9778,37.25,15538.3,10,36.72,158.91,AI Leader
ORG_2739,Finance,Medium,306,ChatGPT,2026,157377,31.23,223558.07,4,33.67,142.05,AI Leader
ORG_2740,Manufacturing,Small,122,Claude,2025,13041,11.52,31422.07,7,6.77,240.95,Slow Adopter
ORG_2741,Retail,Small,74,Claude,2026,21711,17.19,27825.49,9,14.41,128.16,Slow Adopter
ORG_2742,Education,Medium,485,Gemini,2026,63115,18.62,145905.47,6,22.49,231.17,Early Adopter
ORG_2743,Retail,Small,90,Copilot,2025,8518,19.97,21063.3,9,20.57,247.28,Early Adopter
ORG_2744,Education,Large,2964,Claude,2022,252308,24.1,153764.47,7,23.31,60.94,Early Adopter
ORG_2745,Manufacturing,Small,174,Midjourney,2026,25517,31.08,67453.2,5,36.08,264.35,AI Leader
ORG_2746,Finance,Small,127,Claude,2021,20508,12.48,50780.38,4,19.57,247.61,Early Adopter
ORG_2747,Education,Large,6163,Gemini,2025,177621,12.41,444344.43,3,3.86,250.16,Slow Adopter
ORG_2748,Manufacturing,Medium,593,Copilot,2026,101431,17.89,250813.94,6,8.13,247.28,Slow Adopter
ORG_2749,Healthcare,Medium,508,ChatGPT,2026,35701,17.94,99790.6,9,12.05,279.52,Slow Adopter
ORG_2750,Healthcare,Large,3437,ChatGPT,2024,178273,38.27,408725.06,7,39.3,229.27,AI Leader
ORG_2751,Manufacturing,Small,152,Gemini,2025,10551,29.79,23285.86,8,29.88,220.7,Early Adopter
ORG_2752,Healthcare,Small,186,ChatGPT,2023,16390,11.65,36633.65,3,15.0,223.51,Slow Adopter
ORG_2753,Retail,Small,124,Claude,2024,15245,18.68,18920.43,9,4.44,124.11,Slow Adopter
ORG_2754,Healthcare,Small,34,ChatGPT,2026,18002,24.68,16989.72,8,34.02,94.38,AI Leader
ORG_2755,Manufacturing,Medium,959,Claude,2026,33095,29.53,54011.83,8,24.94,163.2,Early Adopter
ORG_2756,Healthcare,Large,1130,Claude,2022,150384,19.21,271380.52,3,31.1,180.46,AI Leader
ORG_2757,Education,Small,199,ChatGPT,2024,15163,27.64,19146.69,7,25.48,126.27,Early Adopter
ORG_2758,Healthcare,Medium,759,ChatGPT,2024,96450,39.92,70941.68,10,39.36,73.55,AI Leader
ORG_2759,Healthcare,Medium,758,Copilot,2024,36109,30.17,71927.16,5,24.58,199.19,Early Adopter
ORG_2760,Retail,Small,174,Copilot,2026,9124,40.7,13730.14,7,33.9,150.48,AI Leader
ORG_2761,Retail,Medium,379,Claude,2024,52475,27.03,100234.74,10,36.82,191.01,AI Leader
ORG_2762,IT,Medium,610,Copilot,2026,94659,22.55,64209.36,6,32.45,67.83,AI Leader
ORG_2763,IT,Large,6292,Copilot,2026,159996,21.35,388846.41,5,34.7,243.04,AI Leader
ORG_2764,Healthcare,Large,8419,Gemini,2024,48564,24.43,73040.6,10,20.7,150.4,Early Adopter
ORG_2765,Finance,Small,185,ChatGPT,2025,14051,18.17,25575.17,8,4.25,182.02,Slow Adopter
ORG_2766,IT,Small,99,Copilot,2026,21600,43.45,14240.89,9,35.98,65.93,AI Leader
ORG_2767,Finance,Small,112,ChatGPT,2023,16318,35.76,41244.03,4,31.02,252.75,AI Leader
ORG_2768,Education,Medium,538,Copilot,2024,67252,18.4,77731.63,3,10.18,115.58,Slow Adopter
ORG_2769,Retail,Small,161,ChatGPT,2021,27240,38.46,31239.08,10,26.21,114.68,Early Adopter
ORG_2770,IT,Large,7816,Gemini,2024,303279,25.35,480913.13,7,9.73,158.57,Slow Adopter
ORG_2771,Education,Large,9377,Claude,2025,163038,30.12,363462.26,10,34.73,222.93,AI Leader
ORG_2772,Retail,Large,2189,ChatGPT,2024,244674,22.74,544894.88,5,12.59,222.7,Slow Adopter
ORG_2773,Retail,Small,131,ChatGPT,2026,5000,22.87,6716.51,7,3.79,134.33,Slow Adopter
ORG_2774,Retail,Small,178,ChatGPT,2026,13604,14.8,27488.81,6,14.16,202.06,Slow Adopter
ORG_2775,Education,Medium,628,Copilot,2022,104653,24.7,177435.48,5,24.6,169.55,Early Adopter
ORG_2776,Healthcare,Medium,662,Gemini,2020,106805,28.61,153943.66,5,25.39,144.14,Early Adopter
ORG_2777,Finance,Small,154,ChatGPT,2024,13586,24.74,11999.35,10,13.62,88.32,Slow Adopter
ORG_2778,Retail,Small,104,Gemini,2026,11849,40.16,17200.53,10,37.03,145.16,AI Leader
ORG_2779,IT,Small,156,ChatGPT,2021,13810,24.76,21295.62,6,18.2,154.2,Early Adopter
ORG_2780,Healthcare,Medium,825,ChatGPT,2026,91850,9.69,251861.71,7,13.0,274.21,Slow Adopter
ORG_2781,Retail,Small,36,ChatGPT,2022,16213,22.06,17822.57,3,10.13,109.93,Slow Adopter
ORG_2782,Retail,Medium,817,ChatGPT,2024,88218,32.63,109405.93,10,37.2,124.02,AI Leader
ORG_2783,IT,Medium,410,Midjourney,2024,118360,24.5,255621.15,8,24.45,215.97,Early Adopter
ORG_2784,Retail,Medium,772,Claude,2024,80027,25.33,96019.72,9,20.69,119.98,Early Adopter
ORG_2785,Education,Medium,339,Gemini,2026,57788,37.12,88521.81,3,26.79,153.18,Early Adopter
ORG_2786,Education,Small,68,Copilot,2026,23699,18.06,37537.55,9,5.08,158.39,Slow Adopter
ORG_2787,Retail,Small,154,Copilot,2025,15914,22.08,19179.42,7,9.68,120.52,Slow Adopter
ORG_2788,Retail,Medium,633,ChatGPT,2025,107997,35.86,158070.41,4,32.79,146.37,AI Leader
ORG_2789,Retail,Medium,277,ChatGPT,2023,101128,22.13,230927.98,5,36.1,228.35,AI Leader
ORG_2790,IT,Medium,386,Midjourney,2026,87507,45.62,94928.74,8,34.68,108.48,AI Leader
ORG_2791,Manufacturing,Small,86,Gemini,2023,21520,16.77,45832.6,9,7.74,212.98,Slow Adopter
ORG_2792,Healthcare,Small,53,Claude,2020,26862,31.78,57242.5,4,38.85,213.1,AI Leader
ORG_2793,Retail,Medium,489,Gemini,2024,52975,20.4,94559.83,10,22.06,178.5,Early Adopter
ORG_2794,Manufacturing,Medium,354,ChatGPT,2021,59636,22.64,160615.64,5,15.66,269.33,Early Adopter
ORG_2795,Healthcare,Large,1801,Midjourney,2022,352964,28.27,260575.54,3,17.51,73.82,Early Adopter
ORG_2796,Finance,Small,114,ChatGPT,2023,21099,24.61,38769.94,8,6.8,183.75,Slow Adopter
ORG_2797,Manufacturing,Small,156,Claude,2021,9648,31.63,25319.36,7,20.38,262.43,Early Adopter
ORG_2798,Healthcare,Small,151,Copilot,2023,19233,18.77,26095.77,5,7.38,135.68,Slow Adopter
ORG_2799,Education,Large,2643,Copilot,2023,344647,25.94,402671.07,9,34.26,116.84,AI Leader
ORG_2800,Retail,Large,2116,ChatGPT,2025,260262,19.98,390497.11,4,28.69,150.04,Early Adopter
ORG_2801,Education,Small,159,Copilot,2024,14173,40.9,33578.23,8,34.5,236.92,AI Leader
ORG_2802,Education,Large,5744,Midjourney,2022,305852,38.71,474618.5,6,37.45,155.18,AI Leader
ORG_2803,Manufacturing,Medium,874,Copilot,2022,40243,22.84,62288.25,10,29.96,154.78,Early Adopter
ORG_2804,Retail,Large,6226,ChatGPT,2024,331280,30.3,278887.19,9,33.59,84.18,AI Leader
ORG_2805,Healthcare,Small,191,ChatGPT,2024,16749,13.86,28677.92,4,9.66,171.22,Slow Adopter
ORG_2806,Healthcare,Small,24,ChatGPT,2025,11513,12.76,17781.09,3,6.2,154.44,Slow Adopter
ORG_2807,Finance,Small,124,Midjourney,2021,16866,43.17,22226.85,6,34.15,131.78,AI Leader
ORG_2808,Healthcare,Medium,806,ChatGPT,2026,120726,8.21,308282.01,7,14.14,255.36,Slow Adopter
ORG_2809,Education,Medium,430,Gemini,2025,94260,19.29,240877.84,10,3.99,255.55,Slow Adopter
ORG_2810,Finance,Small,34,Copilot,2024,10951,16.18,8825.82,6,13.09,80.59,Slow Adopter
ORG_2811,Healthcare,Small,123,ChatGPT,2026,15603,24.81,17883.66,3,21.01,114.62,Early Adopter
ORG_2812,Education,Large,2730,ChatGPT,2025,298345,29.78,239229.18,10,26.3,80.19,Early Adopter
ORG_2813,Retail,Medium,812,Midjourney,2026,65209,32.43,114321.13,8,26.61,175.31,Early Adopter
ORG_2814,Education,Small,121,ChatGPT,2025,13665,13.24,12706.37,7,4.28,92.98,Slow Adopter
ORG_2815,Education,Medium,715,Midjourney,2020,58248,29.96,72156.9,6,15.93,123.88,Early Adopter
ORG_2816,Finance,Large,2547,Claude,2023,142908,24.77,321988.82,3,30.74,225.31,AI Leader
ORG_2817,Finance,Medium,537,Gemini,2022,36295,24.16,98235.75,3,10.39,270.66,Slow Adopter
ORG_2818,Finance,Small,33,ChatGPT,2024,16044,23.14,40714.66,8,5.84,253.77,Slow Adopter
ORG_2819,IT,Small,41,Gemini,2025,15350,13.12,37457.81,10,27.73,244.02,Early Adopter
ORG_2820,Education,Medium,880,Midjourney,2025,35477,33.6,73539.05,4,28.94,207.29,Early Adopter
ORG_2821,Healthcare,Medium,757,Claude,2026,46462,16.24,88395.37,3,13.48,190.25,Slow Adopter
ORG_2822,Healthcare,Small,100,Claude,2026,8457,13.22,5691.85,5,8.6,67.3,Slow Adopter
ORG_2823,Finance,Medium,294,Gemini,2021,112203,37.53,239944.27,3,37.49,213.85,AI Leader
ORG_2824,Manufacturing,Large,3931,Claude,2024,142416,35.14,98320.03,7,31.47,69.04,AI Leader
ORG_2825,Healthcare,Small,92,Copilot,2022,9855,31.88,15075.01,3,26.62,152.97,Early Adopter
ORG_2826,IT,Small,45,Copilot,2024,7575,24.92,13659.81,10,31.97,180.33,AI Leader
ORG_2827,Retail,Small,126,Midjourney,2023,5000,23.91,9257.95,4,9.64,185.16,Slow Adopter
ORG_2828,Finance,Medium,652,Gemini,2025,109297,15.91,262803.18,4,14.98,240.45,Slow Adopter
ORG_2829,Retail,Medium,611,ChatGPT,2026,24785,24.35,53905.93,9,30.27,217.49,AI Leader
ORG_2830,Finance,Small,198,ChatGPT,2024,9337,25.06,11715.75,3,17.0,125.48,Early Adopter
ORG_2831,Retail,Small,105,Copilot,2020,9673,36.4,26629.58,5,23.92,275.3,Early Adopter
ORG_2832,IT,Medium,743,ChatGPT,2026,58298,24.11,97694.76,9,33.83,167.58,AI Leader
ORG_2833,Finance,Small,145,ChatGPT,2022,17392,18.61,46862.53,5,5.2,269.45,Slow Adopter
ORG_2834,Manufacturing,Small,164,ChatGPT,2025,13359,27.84,32500.32,6,31.94,243.28,AI Leader
ORG_2835,Education,Medium,879,Copilot,2025,74527,31.22,112531.92,4,20.52,150.99,Early Adopter
ORG_2836,Retail,Large,8300,ChatGPT,2026,390050,24.94,1079686.22,3,25.23,276.81,Early Adopter
ORG_2837,Finance,Medium,307,Copilot,2024,72616,24.28,168507.19,4,17.3,232.05,Early Adopter
ORG_2838,IT,Medium,694,ChatGPT,2024,71231,35.22,198332.89,8,27.4,278.44,Early Adopter
ORG_2839,Manufacturing,Medium,482,ChatGPT,2025,85817,27.65,97101.85,7,34.19,113.15,AI Leader
ORG_2840,Manufacturing,Medium,725,ChatGPT,2024,99060,17.53,185378.77,6,7.68,187.14,Slow Adopter
ORG_2841,Finance,Small,97,Gemini,2026,15155,30.88,24848.95,5,23.01,163.97,Early Adopter
ORG_2842,Education,Medium,613,Gemini,2026,65353,16.26,155905.97,8,11.27,238.56,Slow Adopter
ORG_2843,Manufacturing,Small,183,Gemini,2025,27228,22.45,64769.63,10,37.12,237.88,AI Leader
ORG_2844,Healthcare,Medium,859,ChatGPT,2026,79396,26.66,177401.46,8,27.16,223.44,Early Adopter
ORG_2845,IT,Medium,504,Copilot,2023,118615,14.7,162266.06,7,27.17,136.8,Early Adopter
ORG_2846,Retail,Large,2357,Copilot,2021,343901,19.12,546544.01,9,31.88,158.92,AI Leader
ORG_2847,IT,Medium,764,ChatGPT,2023,93515,18.91,113288.7,9,9.2,121.14,Slow Adopter
ORG_2848,IT,Medium,972,Gemini,2026,53261,6.73,102104.0,5,5.73,191.7,Slow Adopter
ORG_2849,Education,Large,6615,ChatGPT,2025,208003,26.53,446502.21,8,33.38,214.66,AI Leader
ORG_2850,Retail,Small,79,ChatGPT,2025,17476,18.51,42390.58,6,13.75,242.56,Slow Adopter
ORG_2851,Finance,Medium,242,Midjourney,2026,120241,22.82,233225.77,8,9.4,193.97,Slow Adopter
ORG_2852,Healthcare,Small,151,Claude,2020,13142,19.42,19962.49,8,3.99,151.9,Slow Adopter
ORG_2853,Finance,Small,44,ChatGPT,2025,21608,24.29,31630.2,10,11.49,146.38,Slow Adopter
